63.73401871576773,inf,59.73401871576773,inf,inf,48.61269837220809,46.198484809834994,48.07716446627535,47.07716446627535,46.00609665440988,42.50609665440988,38.50609665440988,inf,39.17766952966369,inf
64.40559159102153,60.90559159102154,61.07716446627535,54.07716446627535,51.07716446627535,48.07716446627535,45.07716446627535,44.07716446627535,45.16295090390226,inf,inf,inf,35.67766952966369,41.17766952966369,40.81370849898476
inf,63.07716446627535,58.07716446627535,inf,51.07716446627535,inf,42.42031021678297,42.92031021678297,42.66295090390226,39.42031021678297,34.92031021678297,33.67766952966369,35.67766952966369,36.31370849898476,inf
70.57716446627535,63.07716446627535,60.026911934581186,56.07716446627535,53.57716446627535,inf,37.42031021678297,40.42031021678297,43.42031021678297,38.42031021678297,35.67766952966369,30.67766952966369,inf,30.31370849898476,inf
inf,65.0269119345812,inf,49.42031021678297,inf,inf,34.92031021678297,39.92031021678297,40.62741699796952,39.62741699796952,36.17766952966369,inf,24.31370849898476,inf,inf
inf,inf,inf,43.42031021678297,inf,33.42031021678297,34.50609665440988,inf,32.62741699796952,inf,29.713203435596427,inf,20.606601717798213,17.242640687119284,15.242640687119286
inf,inf,43.42031021678297,41.42031021678297,37.42031021678297,34.50609665440988,32.00609665440988,31.00609665440988,29.763455967290593,26.263455967290593,25.606601717798213,19.106601717798213,18.242640687119284,14.242640687119286,inf
inf,inf,45.3700576850888,42.09188309203678,40.00609665440988,37.00609665440988,34.00609665440988,30.763455967290593,28.17766952966369,25.627416997969522,21.31370849898476,17.742640687119284,12.742640687119286,15.742640687119286,14.5
53.66295090390226,47.66295090390226,43.59188309203678,37.59188309203678,38.3492424049175,36.248737341529164,35.970562748477136,inf,25.81370849898476,21.81370849898476,14.313708498984761,inf,9.742640687119286,12.5,11.5
50.62741699796952,inf,40.59188309203678,38.3492424049175,33.3492424049175,33.81370849898476,28.47056274847714,inf,inf,inf,inf,7.242640687119286,11.242640687119286,9.0,12.5
46.3492424049175,42.8492424049175,inf,38.8492424049175,inf,29.81370849898476,26.31370849898476,22.81370849898476,20.31370849898476,17.81370849898476,inf,4.242640687119286,inf,4.5,12.0
44.31370849898476,42.31370849898476,39.31370849898476,37.31370849898476,33.81370849898476,inf,27.31370849898476,23.31370849898476,22.31370849898476,18.742640687119284,10.742640687119286,4.5,0,4.5,inf
47.81370849898476,44.31370849898476,inf,inf,inf,31.31370849898476,27.813708498984763,inf,24.949747468305834,inf,10.5,5.0,3.0,2.8284271247461903,5.32842712474619
50.31370849898476,inf,46.31370849898476,39.81370849898476,34.81370849898476,35.44974746830583,26.449747468305834,21.449747468305834,18.449747468305834,16.0,11.0,inf,inf,5.82842712474619,10.32842712474619
56.31370849898476,inf,43.81370849898476,42.31370849898476,39.31370849898476,33.94974746830583,25.949747468305834,21.949747468305834,inf,13.5,14.5,inf,inf,9.32842712474619,12.192388155425117
